address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
55 S Kukui St APT 1911,HONOLULU,HI,96813,388000,615,1,1,408,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/55-S-Kukui-St-APT-1911-Honolulu-HI-96813/82507148_zpid/
803 Waimanu St # 407,Honolulu,HI,96813,276102,388,0,1,145,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/803-Waimanu-St-407-Honolulu-HI-96813/2090539718_zpid/
803 Waimanu St # 322,Honolulu,HI,96813,340100,413,0,1,249,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/803-Waimanu-St-322-Honolulu-HI-96813/2091859515_zpid/
803 Waimanu St # 308,Honolulu,HI,96813,340100,413,0,1,267,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/803-Waimanu-St-308-Honolulu-HI-96813/2092019780_zpid/
803 Waimanu St # 208,Honolulu,HI,96813,340100,413,0,1,267,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/803-Waimanu-St-208-Honolulu-HI-96813/2092019782_zpid/
803 Waimanu St # 222,Honolulu,HI,96813,340100,413,0,1,267,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/803-Waimanu-St-222-Honolulu-HI-96813/2092019783_zpid/
803 Waimanu St # 422,Honolulu,HI,96813,342100,413,0,1,254,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/803-Waimanu-St-422-Honolulu-HI-96813/2091906450_zpid/
803 Waimanu St # 517,Honolulu,HI,96813,276102,382,0,1,300,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/803-Waimanu-St-517-Honolulu-HI-96813/2092390602_zpid/
803 Waimanu St # 716,Honolulu,HI,96813,426800,388,0,1,214,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/803-Waimanu-St-716-Honolulu-HI-96813/2092559436_zpid/
803 Waimanu St # 502,Honolulu,HI,96813,276102,388,0,1,288,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/803-Waimanu-St-502-Honolulu-HI-96813/2092246888_zpid/
803 Waimanu St # 515,Honolulu,HI,96813,276102,388,0,1,300,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/803-Waimanu-St-515-Honolulu-HI-96813/2092390604_zpid/
803 Waimanu St # 516,Honolulu,HI,96813,276102,388,0,1,300,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/803-Waimanu-St-516-Honolulu-HI-96813/2092390603_zpid/
803 Waimanu St # 503,Honolulu,HI,96813,276102,382,0,1,288,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/803-Waimanu-St-503-Honolulu-HI-96813/2092246887_zpid/
803 Waimanu St # 715,Honolulu,HI,96813,426800,388,0,1,214,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/803-Waimanu-St-715-Honolulu-HI-96813/2092559434_zpid/
803 Waimanu St # 504,Honolulu,HI,96813,276102,382,0,1,288,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/803-Waimanu-St-504-Honolulu-HI-96813/2092246884_zpid/
803 Waimanu St # 430,Honolulu,HI,96813,276102,382,0,1,288,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/803-Waimanu-St-430-Honolulu-HI-96813/2092246886_zpid/
803 Waimanu St # 513,Honolulu,HI,96813,276102,382,0,1,300,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/803-Waimanu-St-513-Honolulu-HI-96813/2092389314_zpid/
803 Waimanu St # 514,Honolulu,HI,96813,276102,382,0,1,300,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/803-Waimanu-St-514-Honolulu-HI-96813/2092389313_zpid/
803 Waimanu St # 702,Honolulu,HI,96813,353644,388,0,1,317,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/803-Waimanu-St-702-Honolulu-HI-96813/2092559437_zpid/
803 Waimanu St # 614,Honolulu,HI,96813,511500,382,0,1,242,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/803-Waimanu-St-614-Honolulu-HI-96813/2091789043_zpid/
803 Waimanu St # 604,Honolulu,HI,96813,349000,382,0,1,254,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/803-Waimanu-St-604-Honolulu-HI-96813/2091906451_zpid/
Queen St APT 17G,HONOLULU,HI,96813,NA,624,2,2,182,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/245545219_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Queen St APT 21C,HONOLULU,HI,96813,NA,469,1,1,183,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/245545221_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S King St APT 2704,HONOLULU,HI,96813,NA,791,2,2,203,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/245545223_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Kanealii Ave,HONOLULU,HI,96813,NA,880,3,1,283,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/245545225_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Kinau St PENTHOUSE 4,Honolulu,HI,96813,NA,536,1,1,120,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/247335536_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Captain Cook Ave APT 304,HONOLULU,HI,96813,NA,694,2,1,127,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/247382404_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Queen St APT 15D,HONOLULU,HI,96813,NA,469,1,1,85,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/138397603_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1330 Ala Moana Blvd APT 1001,HONOLULU,HI,96814,908888,1535,2,2,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1330-Ala-Moana-Blvd-APT-1001-Honolulu-HI-96814/82423761_zpid/
1129 Rycroft St APT 306,HONOLULU,HI,96814,219500,487,1,1,59,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1129-Rycroft-St-APT-306-Honolulu-HI-96814/82479017_zpid/
1388 Ala Moana Blvd APT 8505,HONOLULU,HI,96814,10272000,4925,4,4.5,154,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1388-Ala-Moana-Blvd-APT-8505-Honolulu-HI-96814/125720736_zpid/
920 Ward Ave APT 13G,HONOLULU,HI,96814,575000,1184,2,2,6,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/920-Ward-Ave-APT-13G-Honolulu-HI-96814/82505536_zpid/
1350 Ala Moana Blvd APT 1511,HONOLULU,HI,96814,649888,1068,2,2,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1350-Ala-Moana-Blvd-APT-1511-Honolulu-HI-96814/82435151_zpid/
1009 Kapiolani Blvd APT 4607,HONOLULU,HI,96814,1225000,1521,3,3,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1009-Kapiolani-Blvd-APT-4607-Honolulu-HI-96814/88818187_zpid/
1448 Young St APT 812,HONOLULU,HI,96814,430000,766,2,1,4,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1448-Young-St-APT-812-Honolulu-HI-96814/82445039_zpid/
1909 Kahakai Dr,HONOLULU,HI,96814,8000000,10458,0,NA,1,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1909-Kahakai-Dr-Honolulu-HI-96814/82516369_zpid/
1009 Kapiolani Blvd APT 2807,HONOLULU,HI,96814,1100000,1383,3,3,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1009-Kapiolani-Blvd-APT-2807-Honolulu-HI-96814/88819681_zpid/
1118 Ala Moana Blvd APT 1700,HONOLULU,HI,96814,7000000,2669,3,4,156,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1118-Ala-Moana-Blvd-APT-1700-Honolulu-HI-96814/123871644_zpid/
909 Kapiolani Blvd APT 1405,HONOLULU,HI,96814,575000,618,1,1,5,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/909-Kapiolani-Blvd-APT-1405-Honolulu-HI-96814/82443393_zpid/
1118 Ala Moana Blvd APT 1301,HONOLULU,HI,96814,4680000,2713,3,4,9,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1118-Ala-Moana-Blvd-APT-1301-Honolulu-HI-96814/123871293_zpid/
1133 Waimanu St APT 1111,HONOLULU,HI,96814,650000,735,2,1,31,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1133-Waimanu-St-APT-1111-Honolulu-HI-96814/82484897_zpid/
1288 Kapiolani Blvd APT 1704,Honolulu,HI,96814,798000,1113,2,2,6,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1288-Kapiolani-Blvd-APT-1704-Honolulu-HI-96814/2088303271_zpid/
1350 Ala Moana Blvd APT 410,HONOLULU,HI,96814,619000,1162,2,2,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1350-Ala-Moana-Blvd-APT-410-Honolulu-HI-96814/82429842_zpid/
1555 Kapiolani Blvd APT 2300,HONOLULU,HI,96814,8999000,5777,3,4,31,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1555-Kapiolani-Blvd-APT-2300-Honolulu-HI-96814/121870909_zpid/
1177 Queen St APT 4002,HONOLULU,HI,96814,1698000,1573,3,2,32,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1177-Queen-St-APT-4002-Honolulu-HI-96814/82423467_zpid/
1288 Ala Moana Blvd # 12EF,Honolulu,HI,96814,5690000,3129,4,3,11,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1288-Ala-Moana-Blvd-12EF-Honolulu-HI-96814/2088382584_zpid/
1555 Kapiolani Blvd,Honolulu,HI,96814,6543000,4010,5,6,415,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1555-Kapiolani-Blvd-Honolulu-HI-96814/2104405139_zpid/
1118 Ala Moana Blvd APT 2900,HONOLULU,HI,96814,7200000,2829,3,4,2,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1118-Ala-Moana-Blvd-APT-2900-Honolulu-HI-96814/123871800_zpid/
1880 Kahakai Dr # 302,Honolulu,HI,96814,295000,406,1,1,2,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1880-Kahakai-Dr-302-Honolulu-HI-96814/119090724_zpid/
1288 Kapiolani Blvd # S442,HONOLULU,HI,96814,33250,133,0,NA,25,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1288-Kapiolani-Blvd-S442-Honolulu-HI-96814/82452129_zpid/
1314 Victoria St APT 503,HONOLULU,HI,96814,535000,1167,2,2,51,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1314-Victoria-St-APT-503-Honolulu-HI-96814/82517302_zpid/
1009 Kapiolani Blvd APT 702,HONOLULU,HI,96814,659000,747,2,2,16,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1009-Kapiolani-Blvd-APT-702-Honolulu-HI-96814/88816130_zpid/
1050 Kinau St APT 607,HONOLULU,HI,96814,399000,659,2,1,65,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1050-Kinau-St-APT-607-Honolulu-HI-96814/82483236_zpid/
1108 Auahi St # 22-H,HONOLULU,HI,96814,1688000,1349,2,2,11,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1108-Auahi-St-22-H-Honolulu-HI-96814/123872291_zpid/
419 Atkinson Dr APT 1904,HONOLULU,HI,96814,765000,1359,2,2,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/419-Atkinson-Dr-APT-1904-Honolulu-HI-96814/82477333_zpid/
1050 Kinau St # P34,HONOLULU,HI,96814,45000,NA,0,NA,40,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1050-Kinau-St-P34-Honolulu-HI-96814/82474474_zpid/
1624 Kanunu St APT 505,HONOLULU,HI,96814,469300,1015,2,2,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1624-Kanunu-St-APT-505-Honolulu-HI-96814/82433632_zpid/
419A Atkinson Dr APT 406,Honolulu,HI,96814,345000,792,2,1,164,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/419A-Atkinson-Dr-APT-406-Honolulu-HI-96814/2090834094_zpid/
1350 Ala Moana Blvd APT 2611,HONOLULU,HI,96814,790000,1063,2,2,19,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1350-Ala-Moana-Blvd-APT-2611-Honolulu-HI-96814/82422118_zpid/
909 Kapiolani Blvd APT 2204,HONOLULU,HI,96814,859000,1037,2,2,17,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/909-Kapiolani-Blvd-APT-2204-Honolulu-HI-96814/82443235_zpid/
1118 Ala Moana Blvd APT 1401,HONOLULU,HI,96814,4599800,2713,3,4,2,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1118-Ala-Moana-Blvd-APT-1401-Honolulu-HI-96814/123871607_zpid/
1288 Kapiolani Blvd APT 2908,Honolulu,HI,96814,899000,1206,3,2,30,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1288-Kapiolani-Blvd-APT-2908-Honolulu-HI-96814/2088641927_zpid/
747 Amana St APT 1401,HONOLULU,HI,96814,265000,448,0,1,4,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/747-Amana-St-APT-1401-Honolulu-HI-96814/82497178_zpid/
1610 Kanunu St APT 1503,HONOLULU,HI,96814,329000,800,1,1,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1610-Kanunu-St-APT-1503-Honolulu-HI-96814/82520009_zpid/
1388 Ala Moana Blvd # 3300,Honolulu,HI,96814,4999000,2473,2,3,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1388-Ala-Moana-Blvd-3300-Honolulu-HI-96814/125720948_zpid/
1009 Kapiolani Blvd APT 3509,HONOLULU,HI,96814,898000,986,2,2,5,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1009-Kapiolani-Blvd-APT-3509-Honolulu-HI-96814/88825167_zpid/
1112 Hoolai St,Honolulu,HI,96814,1300000,NA,8,4,38,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1112-Hoolai-St-Honolulu-HI-96814/82489387_zpid/
1050 Kinau St APT 802,HONOLULU,HI,96814,385000,658,2,1,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1050-Kinau-St-APT-802-Honolulu-HI-96814/82504002_zpid/
1296 Kapiolani Blvd APT 4109,Honolulu,HI,96814,765000,966,2,2,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1296-Kapiolani-Blvd-APT-4109-Honolulu-HI-96814/2090795724_zpid/
620 Sheridan St APT 304,HONOLULU,HI,96814,290000,481,1,1,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/620-Sheridan-St-APT-304-Honolulu-HI-96814/82511662_zpid/
1555 Kapiolani Blvd APT 1003,HONOLULU,HI,96814,2299000,1464,2,3,2,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1555-Kapiolani-Blvd-APT-1003-Honolulu-HI-96814/121873939_zpid/
1108 Auahi St APT 1700,Honolulu,HI,96814,3950000,2445,3,4,54,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1108-Auahi-St-APT-1700-Honolulu-HI-96814/2088991516_zpid/
1350 Ala Moana Blvd APT 2405,HONOLULU,HI,96814,728000,948,2,2,9,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1350-Ala-Moana-Blvd-APT-2405-Honolulu-HI-96814/82499096_zpid/
1221 Victoria St APT 2502,HONOLULU,HI,96814,250000,917,1,1,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1221-Victoria-St-APT-2502-Honolulu-HI-96814/82437295_zpid/
1118 Ala Moana Blvd APT 2902,HONOLULU,HI,96814,3888000,1953,2,3,2,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1118-Ala-Moana-Blvd-APT-2902-Honolulu-HI-96814/123871297_zpid/
1350 Ala Moana Blvd APT 2904,HONOLULU,HI,96814,1080000,1197,2,2,2,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1350-Ala-Moana-Blvd-APT-2904-Honolulu-HI-96814/82422553_zpid/
920 Ward Ave APT 14F,HONOLULU,HI,96814,535000,1031,2,2,31,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/920-Ward-Ave-APT-14F-Honolulu-HI-96814/82503460_zpid/
1617 Kapiolani Blvd APT 607,HONOLULU,HI,96814,300000,617,1,1,63,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1617-Kapiolani-Blvd-APT-607-Honolulu-HI-96814/88812805_zpid/
930 Kaheka St APT 2803,HONOLULU,HI,96814,460000,605,1,1,13,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/930-Kaheka-St-APT-2803-Honolulu-HI-96814/82508707_zpid/
1177 Queen St APT 1109,HONOLULU,HI,96814,1225000,1392,3,2,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1177-Queen-St-APT-1109-Honolulu-HI-96814/82430534_zpid/
930 Kaheka St APT 1701,HONOLULU,HI,96814,665000,882,2,2,22,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/930-Kaheka-St-APT-1701-Honolulu-HI-96814/82445808_zpid/
1388 Ala Moana Blvd # 2402,Honolulu,HI,96814,3880000,1912,2,2,12,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1388-Ala-Moana-Blvd-2402-Honolulu-HI-96814/125720469_zpid/
419 Atkinson Dr APT 1603,HONOLULU,HI,96814,439000,829,1,1,11,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/419-Atkinson-Dr-APT-1603-Honolulu-HI-96814/82469336_zpid/
1125 Young St APT 808,HONOLULU,HI,96814,250000,293,0,1,2,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1125-Young-St-APT-808-Honolulu-HI-96814/82440846_zpid/
1868 Kahakai Dr APT 212,HONOLULU,HI,96814,295000,405,1,1,27,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1868-Kahakai-Dr-APT-212-Honolulu-HI-96814/119088378_zpid/
88 Piikoi St APT 4507,HONOLULU,HI,96814,2450000,2369,3,2.5,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/88-Piikoi-St-APT-4507-Honolulu-HI-96814/82460032_zpid/
1108 Auahi St APT 2702,Honolulu,HI,96814,2690000,1708,2,2,184,New Construction,http://www.zillow.com/homes/for_sale//homedetails/1108-Auahi-St-APT-2702-Honolulu-HI-96814/2091130113_zpid/
731 Amana St PENTHOUSE 2,Honolulu,HI,96814,509000,928,2,2,30,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/731-Amana-St-PENTHOUSE-2-Honolulu-HI-96814/82511586_zpid/
1561 Kanunu St APT 1505,HONOLULU,HI,96814,675000,1640,3,2,67,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1561-Kanunu-St-APT-1505-Honolulu-HI-96814/82510616_zpid/
1108 Auahi St APT 60,Honolulu,HI,96814,2399000,2479,3,4,256,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1108-Auahi-St-APT-60-Honolulu-HI-96814/2091929546_zpid/
988 Halekauwila St # 3708,Honolulu,HI,96814,895781,978,3,2,157,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/988-Halekauwila-St-3708-Honolulu-HI-96814/241842363_zpid/
419A Atkinson Dr APT 1102,Honolulu,HI,96814,379000,792,2,1,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/419A-Atkinson-Dr-APT-1102-Honolulu-HI-96814/2088847278_zpid/
1118 Ala Moana Blvd APT 2800,Honolulu,HI,96814,7400000,2827,3,3.5,289,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1118-Ala-Moana-Blvd-APT-2800-Honolulu-HI-96814/2092251726_zpid/
1118 Ala Moana Blvd APT 2206,HONOLULU,HI,96814,4088000,2022,3,3,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1118-Ala-Moana-Blvd-APT-2206-Honolulu-HI-96814/123871082_zpid/
1388 Ala Moana Blvd APT 7400,HONOLULU,HI,96814,6488000,2437,3,3,157,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1388-Ala-Moana-Blvd-APT-7400-Honolulu-HI-96814/125722855_zpid/
1177 Queen St PH 10,Honolulu,HI,96814,2720000,2877,3,3,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1177-Queen-St-PH-10-Honolulu-HI-96814/2097625933_zpid/
1221 Victoria St APT 1702,HONOLULU,HI,96814,225000,917,1,1,468,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1221-Victoria-St-APT-1702-Honolulu-HI-96814/82500521_zpid/
1350 Ala Moana Blvd APT 405,HONOLULU,HI,96814,605000,1048,2,2,26,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1350-Ala-Moana-Blvd-APT-405-Honolulu-HI-96814/82515200_zpid/
1108 Auahi St # 32-A/3200,Honolulu,HI,96814,3980000,2445,3,4,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1108-Auahi-St-32-A-3200-Honolulu-HI-96814/2089527007_zpid/
419 Atkinson Dr APT 1205,HONOLULU,HI,96814,564000,969,2,2,220,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/419-Atkinson-Dr-APT-1205-Honolulu-HI-96814/82382556_zpid/
1122 Alohi Way,Honolulu,HI,96814,1675000,3537,11,4,27,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1122-Alohi-Way-Honolulu-HI-96814/138387093_zpid/
1288 Ala Moana Blvd APT 36J,HONOLULU,HI,96814,7000000,3094,4,3.5,653,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1288-Ala-Moana-Blvd-APT-36J-Honolulu-HI-96814/82453439_zpid/
1330 Ala Moana Blvd APT 3903,HONOLULU,HI,96814,1298000,1220,2,2,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1330-Ala-Moana-Blvd-APT-3903-Honolulu-HI-96814/82432502_zpid/
1296 Kapiolani Blvd # S431,HONOLULU,HI,96814,36000,144,0,NA,25,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1296-Kapiolani-Blvd-S431-Honolulu-HI-96814/82443459_zpid/
1009 Kapiolani Blvd APT 701,HONOLULU,HI,96814,675000,730,2,2,16,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1009-Kapiolani-Blvd-APT-701-Honolulu-HI-96814/88824117_zpid/
1108 Auahi St APT 3602,Honolulu,HI,96814,5280000,2906,4,5,103,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1108-Auahi-St-APT-3602-Honolulu-HI-96814/2089758841_zpid/
410 Atkinson Dr # 533,HONOLULU,HI,96814,197500,246,0,1,4,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/410-Atkinson-Dr-533-Honolulu-HI-96814/82425911_zpid/
1288 Kapiolani Blvd # I-4308,HONOLULU,HI,96814,1019000,1248,3,2,48,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1288-Kapiolani-Blvd-I-4308-Honolulu-HI-96814/82425982_zpid/
1330 Ala Moana Blvd APT 2701,HONOLULU,HI,96814,1240000,1535,2,2,218,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1330-Ala-Moana-Blvd-APT-2701-Honolulu-HI-96814/82465544_zpid/
1288 Ala Moana Blvd APT 39L,HONOLULU,HI,96814,3999000,2278,3,3,846,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1288-Ala-Moana-Blvd-APT-39L-Honolulu-HI-96814/82497683_zpid/
1388 Ala Moana Blvd # 1506,Honolulu,HI,96814,2790000,1696,2,2,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1388-Ala-Moana-Blvd-1506-Honolulu-HI-96814/2094703343_zpid/
1330 Ala Moana Blvd APT 3008,HONOLULU,HI,96814,995000,1535,2,2,61,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1330-Ala-Moana-Blvd-APT-3008-Honolulu-HI-96814/82423762_zpid/
1189 Waimanu St APT 3109,HONOLULU,HI,96814,1050000,1069,2,2,33,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1189-Waimanu-St-APT-3109-Honolulu-HI-96814/119096060_zpid/
1118 Ala Moana Blvd APT 1002,Honolulu,HI,96814,3099888,1880,2,3,10,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1118-Ala-Moana-Blvd-APT-1002-Honolulu-HI-96814/2096015489_zpid/
1296 Kapiolani Blvd # II-4703,HONOLULU,HI,96814,2750000,2349,3,3,188,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1296-Kapiolani-Blvd-II-4703-Honolulu-HI-96814/82431412_zpid/
830 Cedar St APT 203,HONOLULU,HI,96814,249000,374,1,1,153,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/830-Cedar-St-APT-203-Honolulu-HI-96814/82499550_zpid/
1350 Ala Moana Blvd APT 1705,HONOLULU,HI,96814,735000,1047,2,2,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1350-Ala-Moana-Blvd-APT-1705-Honolulu-HI-96814/82456087_zpid/
1350 Ala Moana Blvd APT 1812,HONOLULU,HI,96814,898000,1243,2,2,198,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1350-Ala-Moana-Blvd-APT-1812-Honolulu-HI-96814/82453181_zpid/
1288 Ala Moana Blvd APT 28F,HONOLULU,HI,96814,2699000,1559,2,2,9,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1288-Ala-Moana-Blvd-APT-28F-Honolulu-HI-96814/82479362_zpid/
1288 Ala Moana Blvd APT 11B,HONOLULU,HI,96814,2390000,1815,2,2,53,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1288-Ala-Moana-Blvd-APT-11B-Honolulu-HI-96814/82451595_zpid/
1288 Ala Moana Blvd APT 18A,HONOLULU,HI,96814,2699000,2365,3,2.5,851,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1288-Ala-Moana-Blvd-APT-18A-Honolulu-HI-96814/82479558_zpid/
1177 Queen St APT 1203,HONOLULU,HI,96814,938000,1162,2,2,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1177-Queen-St-APT-1203-Honolulu-HI-96814/82481944_zpid/
1288 Ala Moana Blvd APT 21A,HONOLULU,HI,96814,2999000,2365,3,3,65,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1288-Ala-Moana-Blvd-APT-21A-Honolulu-HI-96814/82445211_zpid/
1330 Ala Moana Blvd APT 2002,HONOLULU,HI,96814,770000,940,1,1,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1330-Ala-Moana-Blvd-APT-2002-Honolulu-HI-96814/82453128_zpid/
